id,type,title,director,cast,genres,overview,vote_average,vote_count
s5303,Movie,Runaway Bride,Garry Marshall,"['Julia Roberts, Richard Gere, Joan Cusack, Hector Elizondo, Rita Wilson, Paul Dooley, Christopher Meloni, Donal Logue, Reg Rogers, Yul Vazquez, Jane Morris, Lisa Roberts, Kathleen Marshall, Jean Schertler, Tom Hines']","['Comedies, Romantic Movies']","Sparks fly when a newspaper columnist writes a one-sided, sexist story about a commitment-phobic bride who abandoned three men at the altar.",5.7,455
s5323,Movie,S.W.A.T.,Clark Johnson,"['Samuel L. Jackson, Colin Farrell, Michelle Rodriguez, LL Cool J, Josh Charles, Jeremy Renner, Brian Van Holt, Olivier Martinez, Reg E. Cathey, Larry Poindexter, Page Kennedy, Domenick Lombardozzi, James DuMont']",['Action & Adventure'],"A veteran cop is tasked with drafting and training a special weapons and tactics team, who soon find themselves up against an international criminal.",5.8,770
s5340,TV Show,Safe,,"['Michael C. Hall, Amanda Abbington, Marc Warren, Hannah Arterton, Audrey Fleurot, Nigel Lindsay']","['British TV Shows, Crime TV Shows, International TV Shows']","After his teenage daughter goes missing, a widowed surgeon in an affluent neighborhood begins unearthing dark secrets about the people closest to him.",6.3,799
s5341,Movie,Safety Not Guaranteed,Colin Trevorrow,"['Aubrey Plaza, Mark Duplass, Jake Johnson, Mary Lynn Rajskub, Jeff Garlin, Kristen Bell, Jenica Bergere, Karan Soni']","['Comedies, Independent Movies, Romantic Movies']","A team of journalists are sent to find out who's behind a classified ad seeking a companion for time travel, then must decide how to approach him.",6.8,556
s5342,Movie,Sahara,Pierre Coré,"['Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball']",['Children & Family Movies'],"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",5.7,434
s5391,Movie,Sarah's Key,Gilles Paquet-Brenner,"['Aidan Quinn, Kristin Scott Thomas, Frédéric Pierrot, Michel Duchaussoy, Dominique Frot, Niels Arestrup, Mélusine Mayance, Gisèle Casadesus, Natasha Mashkevich']","['Dramas, International Movies']","Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",7.2,196
s5417,Movie,Saving Mr. Banks,John Lee Hancock,"['Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone']","['Comedies, Dramas']","When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack.",7.3,1226
s5430,Movie,Scary Movie 5,Malcolm D. Lee,"['Simon Rex, Ashley Tisdale, Charlie Sheen, Lindsay Lohan, Gracie Whitton, Ava Kolker, Erica Ash, Lidia Porto, Katrina Bowden, Terry Crews']","['Comedies, Horror Movies']","Taking aim at not only the horror genre but also films like ""Black Swan"" and ""Inception,"" ""Scary Movie 5"" widens the franchise's scope of mockery.",4.6,793
s5431,Movie,Schindler's List,Steven Spielberg,"['Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz, Małgorzata Gebel, Shmulik Levy, Mark Ivanir, Beatrice Macola, Friedrich von Thun, Andrzej Seweryn']","['Classic Movies, Dramas']","Oskar Schindler becomes an unlikely humanitarian, spending his entire fortune to help save 1,100 Jews from Auschwitz during World War II.",8.3,4329
s5433,Movie,School Daze,Spike Lee,"['Laurence Fishburne, Giancarlo Esposito, Tisha Campbell-Martin, Kyme, Joe Seneca, Ellen Holly, Art Evans, Ossie Davis, Bill Nunn, James Bond III']","['Comedies, Dramas']","At a Historically Black College, a student activist and his cousin pledging a fraternity navigate social divides amid parties, protests and conflicts.",6.2,26
s5441,Movie,Scott Pilgrim vs. the World,Edgar Wright,"['Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong']","['Action & Adventure, Comedies, Cult Movies']","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love.",7.2,2126
s5442,TV Show,Scream,,"['Willa Fitzgerald, Bex Taylor-Klaus, John Karna, Amadeus Serafini, Connor Weil, Carlson Young, Jason Wiles, Tracy Middendorf, Tom Maden, Bobby Campo, Santiago Segura, Mike Vaughn']","['Crime TV Shows, TV Horror, TV Mysteries']","In this new TV series sequel to the classic horror franchise, a cyberbullying incident in Lakewood leads to a murder with chilling echoes of the past.",7.0,1476
s5443,Movie,Scream 2,Wes Craven,"[""Neve Campbell, David Arquette, Courteney Cox, Sarah Michelle Gellar, Jamie Kennedy, Laurie Metcalf, Elise Neal, Jerry O'Connell, Timothy Olyphant, Jada Pinkett Smith, Liev Schreiber, Lewis Arquette, Duane Martin, Rebecca Gayheart, Portia de Rossi, Omar Epps, Tori Spelling, Heather Graham, Joshua Jackson, Luke Wilson""]",['Horror Movies'],"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again.",6.1,840
s5444,Movie,Scream 3,Wes Craven,"['David Arquette, Neve Campbell, Courteney Cox, Patrick Dempsey, Scott Foley, Lance Henriksen, Matt Keeslar, Jenny McCarthy, Emily Mortimer, Parker Posey, Deon Richmond, Kelly Rutherford, Liev Schreiber, Patrick Warburton, Jamie Kennedy']",['Horror Movies'],"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set.",5.7,736
s5461,Movie,Secret in Their Eyes,Billy Ray,"['Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, Michael Kelly, Joe Cole, Zoe Graham, Alfred Molina']","['Dramas, Thrillers']","A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then.",6.2,336
s5516,Movie,Seven Pounds,Gabriele Muccino,"['Will Smith, Rosario Dawson, Woody Harrelson, Michael Ealy, Barry Pepper, Elpidia Carrillo, Robinne Lee, Joe Nunez, Bill Smitrovich, Tim Kelleher, Gina Hecht, Andy Milder, Judyann Elder, Sarah Jane Morris']","['Dramas, Romantic Movies']","Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance.",7.5,2039
s5520,Movie,Seventh Son,Sergei Bodrov,"['Jeff Bridges, Ben Barnes, Julianne Moore, Alicia Vikander, Antje Traue, Olivia Williams, John DeSantis, Kit Harington, Djimon Hounsou, Gerard Plunkett, Jason Scott Lee']","['Action & Adventure, Sci-Fi & Fantasy']","In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.",5.2,957
s5521,Movie,Sex and the City 2,Michael Patrick King,"['Sarah Jessica Parker, Kim Cattrall, Cynthia Nixon, Kristin Davis, Chris Noth, John Corbett, David Eigenberg, Evan Handler, Jason Lewis, Willie Garson, Mario Cantone']","['Comedies, Dramas, Romantic Movies']","Best friends Carrie, Miranda, Samantha and Charlotte take a break from their busy New York lives for an all-expenses-paid luxury vacation to Abu Dhabi.",5.4,426
s5524,Movie,Sex Drive,Sean Anders,"['Josh Zuckerman, Amanda Crew, Clark Duke, Seth Green, James Marsden, Michael Cudlitz, Dave Sheridan, Alice Greczyn, Katrina Bowden, Charlie McDermott, Mark L. Young']",['Comedies'],"Eager to hook up with a woman he met online, 18-year-old Ian embarks on an epic road trip that speeds straight toward trouble in this raunchy comedy.",6.0,342
s5544,Movie,Shark Night,David R. Ellis,"['Sara Paxton, Dustin Milligan, Chris Carmack, Katharine McPhee, Donal Logue, Joshua Leonard, Sinqua Walls, Chris Zylka, Alyssa Diaz, Joel David Moore']",['Horror Movies'],A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.,4.9,132
s5557,TV Show,She's Gotta Have It,,"[""DeWanda Wise, Cleo Anthony, Lyriq Bent, Anthony Ramos, Chyna Layne, Margot Bingham, Ilfanesh Hadera, Elvis Nolasco, De'Adre Aziza""]","['Romantic TV Shows, TV Comedies, TV Dramas']",Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.,6.1,25
s5558,Movie,She's Out of My League,Jim Field Smith,"['Jay Baruchel, Alice Eve, T.J. Miller, Mike Vogel, Nate Torrence, Krysten Ritter, Geoff Stults, Lindsay Sloane, Andrew Daly, Jasika Nicole, Kyle Bornheimer']","['Comedies, Romantic Movies']","When average-guy Kirk starts dating drop-dead-gorgeous Molly, his friends don't see it lasting, so Kirk does everything he can to avoid losing Molly.",5.9,525
s5559,Movie,She's the One,Mae Czarina Cruz,"['Bea Alonzo, Dingdong Dantes, Enrique Gil']","['Dramas, International Movies, Romantic Movies']","When his best friend gets stranded in the rain and becomes the subject of a romantic viral video, a morning show host must confront his true feelings.",5.7,70
s5564,Movie,Sherlock Holmes,Guy Ritchie,"['Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong, Eddie Marsan, Robert Maillet, Geraldine James, Kelly Reilly, William Houston, James Fox, Hans Matheson']","['Action & Adventure, Comedies']",The game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.,7.0,5766
s5573,TV Show,Shooter,,"['Ryan Phillippe, Omar Epps, David Marciano, Cynthia Addai-Robinson, Shantel VanSanten, Tom Sizemore']","['Crime TV Shows, TV Action & Adventure, TV Dramas']","A highly decorated ex-Marine sniper returns to action to foil an assassination plot targeting the president, but soon finds himself framed for murder.",6.9,1462
s5583,Movie,Shorts,Robert Rodriguez,"['Jimmy Bennett, Jake Short, Kat Dennings, Trevor Gagnon, Devon Gearhart, Jolie Vanier, Rebel Rodriguez, Leo Howard, Leslie Mann, Jon Cryer, William H. Macy, James Spader']","['Children & Family Movies, Comedies']",Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.,5.1,44
s5592,Movie,Shutter,"Banjong Pisanthanakun, Parkpoom Wongpoom","['Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr']","['Horror Movies, International Movies']","After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.",5.3,180
s5604,TV Show,Signs,,"['Andrzej Konopka, Helena Sujecka, Piotr Trojan, Michał Czernecki, Mariusz Ostrowski, Robert Gulaczyk, Mirosław Kropielnicki, Helena Englert, Paulina Gałązka, Magdalena Źak']","['Crime TV Shows, International TV Shows, TV Dramas']","When a young woman's murder shows similarities to a decade-old cold case, a new police commander must break the silence permeating an Owl Mountain town.",6.4,1599
s5611,Movie,Silver Linings Playbook,David O. Russell,"['Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Chris Tucker, Anupam Kher, John Ortiz, Shea Whigham, Julia Stiles, Paul Herman']","['Comedies, Dramas, Independent Movies']","After a stint in a mental hospital, Pat moves in with his parents and tries to win back his wife, until he meets a woman who's as unstable as he is.",6.9,4742
s5617,Movie,Sin City,Pascal Amanfo,"['Yvonne Nelson, Kunle Remi, Adjetey Anang, Oscar Provencal, Michelle McKinney Hammond, Rosaline Meurer, Kweku Elliot, Regina Van Helvert, Alhaji Fadika, Isaac Akwesi Awonor']","['International Movies, Thrillers']",A busy couple tries to give their love life a boost by taking an impromptu weekend trip only to find their relationship tested in unexpected ways.,7.2,2691
s5634,Movie,Sinister 2,Ciarán Foy,"['Shannyn Sossamon, John Beasley, James Ransone, Tate Ellington, Robert Daniel Sloan, Dartanian Sloan, Lucas Jade Zumann, Lea Coco']",['Horror Movies'],"A single mother and her twin sons move into a rural house, unaware of its history of being inhabited by an evil spirit that preys upon young children.",5.4,581
s5648,Movie,Skin Trade,Ekachai Uekrongtham,"['Dolph Lundgren, Tony Jaa, Ron Perlman, Celina Jade, Peter Weller, Michael Jai White, Sahajak Boonthanakit, Mike Dopud']",['Action & Adventure'],A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.,5.6,61
s5658,Movie,Skyline,"Colin Strause, Greg Strause","['Eric Balfour, Scottie Thompson, Brittany Daniel, Crystal Reed, Neil Hopkins, David Zayas, Donald Faison, Robin Gammell, Tanya Newbould, J. Paul Boehmer']","['Action & Adventure, Sci-Fi & Fantasy']","After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened.",4.7,507
s5660,Movie,Slam,Andrea Molaioli,"['Ludovico Tersigni, Jasmine Trinca, Luca Marinelli, Barbara Ramella, Gianluca Broccatelli, Pietro Ragusa, Fiorenza Tessari']","['Comedies, Dramas, International Movies']","Teen father-to-be Sam imagines his future as a young parent and finds a surprising mentor while reading about his idol, pro skateboarder Tony Hawk.",6.7,7
s5667,Movie,Sleepover,Joe Nussbaum,"['Alexa PenaVega, Mika Boorem, Jane Lynch, Sam Huntington, Sara Paxton, Brie Larson, Scout Taylor-Compton, Douglas Smith, Katija Pevec, Steve Carell, Jeff Garlin']","['Comedies, Romantic Movies']","As high school approaches, four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals.",5.3,101
s5668,Movie,Sling Blade,Billy Bob Thornton,"['Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe']","['Dramas, Independent Movies']","A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.",7.4,231
s5672,Movie,Slow West,John Maclean,"['Kodi Smit-McPhee, Michael Fassbender, Ben Mendelsohn, Caren Pistorius, Rory McCann, Andrew Robertt, Edwin Wright, Kalani Queypo']","['Action & Adventure, Dramas, International Movies']","Determined to find the woman he loves, a Scottish teenager braves the Western frontier of 19th-century America, with bounty hunters hot on his trail.",6.6,367
s5674,Movie,Small Soldiers,Joe Dante,"['Kirsten Dunst, Gregory Smith, Jay Mohr, Phil Hartman, Kevin Dunn, Denis Leary, Frank Langella, Tommy Lee Jones, Ernest Borgnine']","['Action & Adventure, Comedies, Sci-Fi & Fantasy']","When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them.",6.2,511
s5683,Movie,Snow Day,Chris Koch,"['Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck']","['Children & Family Movies, Comedies']","When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.",4.8,51
s5685,Movie,Snowpiercer,Bong Joon Ho,"['Chris Evans, Song Kang-ho, Ed Harris, John Hurt, Tilda Swinton, Jamie Bell, Octavia Spencer, Ewen Bremner, Alison Pill, Adnan Haskovic, Vlad Ivanov, Ko A-sung, Luke Pasqualino']","['Action & Adventure, Cult Movies, International Movies']",The Earth's remaining inhabitants are confined to a single train circling the globe as revolution brews among the class-divided cars.,6.7,2854
s5696,Movie,Soldier,Abbas Mustan,"['Rakhee Gulzar, Bobby Deol, Preity Zinta']","['Comedies, Dramas, International Movies']","On the run from Indian police, a mysterious man escapes to Australia and falls in love with the daughter of an Indian criminal who lives there.",6.1,221
